Date,Day,Action,Protester,Target,Govt agent,Event,Country,Location,Issue,Linked date,Time,# protester,Arrests,Injuries,ProtKilled,Propdamag,#State,#State inj,#State killed,OSD,OSR,Source,Story date,No event found
08-Sep-80,Mon,strike,"bus drivers, mechanics",government,,free trade unions,Poland,Tarnow,democracy,,8:00+,1000,0,0,0,N,0,0,0,3000000,3187500,BBC,11/09/1980,
08-Sep-80,Mon,strike,workers,government,,free trade unions,Poland,Piotrkow,democracy,,8:00+,1000,0,0,0,N,0,0,0,3000000,3187500,BBC,11/09/1980,
08-Sep-80,Mon,strike,engineers,government,,free trade unions,Poland,Radorn,democracy,,8:00+,1000,0,0,0,N,0,0,0,3000000,3187500,BBC,11/09/1980,
08-Sep-80,Mon,strike,workers,government,,free trade unions,Poland,Olsztyn,democracy,,8:00+,1000,0,0,0,N,0,0,0,3000000,3187500,BBC,11/09/1980,
08-Sep-80,Mon,strike,workers,government,,free trade unions,Poland,Dylaki,democracy,,8:00+,1000,0,0,0,N,0,0,0,3000000,3187500,BBC,11/09/1980,
08-Sep-80,Mon,strike,workers,government,,free trade unions,Poland,Prudnik,democracy,,8:00+,1000,0,0,0,N,0,0,0,3000000,3187500,BBC,11/09/1980,
08-Sep-80,Mon,strike,workers,government,,free trade unions,Poland,Barto Szyce,democracy,,8:00+,1000,0,0,0,N,0,0,0,3000000,3187500,BBC,11/09/1980,
08-Sep-80,Mon,strike,sulphur miners,government,,free trade unions,Poland,Tarnobrzeg,democracy,,8:00+,2000,0,0,0,N,0,0,0,3000000,3187500,Reuters,11/09/1980,
08-Sep-80,Mon,strike,glass workers,government,,free trade unions,Poland,Irena,democracy,,8:00+,1000,0,0,0,N,0,0,0,3000000,3187500,BBC,12/09/1980,
08-Sep-80,Mon,strike,engineers,government,,free trade unions,Poland,Dongos,democracy,,8:00+,1000,0,0,0,N,0,0,0,3000000,3187500,BBC,12/09/1980,
08-Sep-80,Mon,strike,power workers,government,,free trade unions,Poland,Dongos,democracy,,8:00+,1000,0,0,0,N,0,0,0,3000000,3187500,BBC,12/09/1980,
09-Sep-80,Tue,strike,glass workers,government,,free trade unions,Poland,Irena,democracy,,8:00+,1000,0,0,0,N,0,0,0,3000000,3187500,BBC,12/09/1980,
09-Sep-80,Tue,strike,engineers,government,,free trade unions,Poland,Dongos,democracy,,8:00+,1000,0,0,0,N,0,0,0,3000000,3187500,BBC,12/09/1980,
09-Sep-80,Tue,strike,printers,government,,free trade unions,Poland,Poznan,democracy,,8:00+,1000,0,0,0,N,0,0,0,3000000,3187500,Reuters,09/09/1980,
09-Sep-80,Tue,strike,printers,government,,free trade unions,Poland,Bialystok,democracy,,8:00+,1000,0,0,0,N,0,0,0,3000000,3187500,Reuters,10/09/1980,
09-Sep-80,Tue,strike,sulphur miners,government,,free trade unions,Poland,Tarnobrzeg,democracy,,8:00+,2000,0,0,0,N,0,0,0,3000000,3187500,Reuters,10/09/1980,
09-Sep-80,Tue,strike,health workers,government,,free trade unions,Poland,Busko Zdroj,democracy,,8:00+,1000,0,0,0,N,0,0,0,3000000,3187500,Reuters,10/09/1980,
09-Sep-80,Tue,strike,marine workers,government,,free trade unions,Poland,Grudziadz,democracy,,8:00+,3000,0,0,0,N,0,0,0,3000000,3187500,Reuters,11/09/1980,
09-Sep-80,Tue,strike,"bus drivers, mechanics",government,,free trade unions,Poland,Tarnow,democracy,,8:00+,1000,0,0,0,N,0,0,0,3000000,3187500,BBC,11/09/1980,
09-Sep-80,Tue,strike,workers,government,,free trade unions,Poland,Piotrkow,democracy,,8:00+,1000,0,0,0,N,0,0,0,3000000,3187500,BBC,11/09/1980,
09-Sep-80,Tue,strike,engineers,government,,free trade unions,Poland,Radorn,democracy,,8:00+,1000,0,0,0,N,0,0,0,3000000,3187500,BBC,11/09/1980,
09-Sep-80,Tue,strike,workers,government,,free trade unions,Poland,Olsztyn,democracy,,8:00+,1000,0,0,0,N,0,0,0,3000000,3187500,BBC,11/09/1980,
09-Sep-80,Tue,strike,workers,government,,free trade unions,Poland,Dylaki,democracy,,8:00+,1000,0,0,0,N,0,0,0,3000000,3187500,BBC,11/09/1980,
09-Sep-80,Tue,strike,workers,government,,free trade unions,Poland,Prudnik,democracy,,8:00+,1000,0,0,0,N,0,0,0,3000000,3187500,BBC,11/09/1980,
09-Sep-80,Tue,strike,workers,government,,free trade unions,Poland,Barto Szyce,democracy,,8:00+,1000,0,0,0,N,0,0,0,3000000,3187500,BBC,11/09/1980,
09-Sep-80,Tue,strike,transit workers,government,,fire local communist ldr,Poland,Plock,democracy,,8:00+,1000,0,0,0,N,0,0,0,3000000,3187500,Reuters,11/09/1980,
09-Sep-80,Tue,strike,power workers,government,,free trade unions,Poland,Dongos,democracy,,8:00+,1000,0,0,0,N,0,0,0,3000000,3187500,BBC,12/09/1980,
10-Sep-80,Wed,strike,printers,government,,free trade unions,Poland,Bialystok,democracy,,8:00+,1000,0,0,0,N,0,0,0,3000000,3187500,Reuters,10/09/1980,
10-Sep-80,Wed,strike,sulphur miners,government,,free trade unions,Poland,Tarnobrzeg,democracy,,8:00+,2000,0,0,0,N,0,0,0,3000000,3187500,Reuters,10/09/1980,
10-Sep-80,Wed,strike,marine workers,government,,free trade unions,Poland,Grudziadz,democracy,,8:00+,3000,0,0,0,N,0,0,0,3000000,3187500,Reuters,11/09/1980,
10-Sep-80,Wed,strike,"bus drivers, mechanics",government,,free trade unions,Poland,Tarnow,democracy,,8:00+,1000,0,0,0,N,0,0,0,3000000,3187500,BBC,11/09/1980,
10-Sep-80,Wed,strike,transit workers,government,,fire local communist ldr,Poland,Plock,democracy,,8:00+,1000,0,0,0,N,0,0,0,3000000,3187500,Reuters,11/09/1980,
10-Sep-80,Wed,strike,glass workers,government,,free trade unions,Poland,Irena,democracy,,8:00+,1000,0,0,0,N,0,0,0,3000000,3187500,BBC,12/09/1980,
10-Sep-80,Wed,strike,engineers,government,,free trade unions,Poland,Radorn,democracy,,8:00+,1000,0,0,0,N,0,0,0,3000000,3187500,BBC,11/09/1980,
11-Sep-80,Thu,strike,transit workers,government,,fire local communist ldr,Poland,Plock,democracy,,8:00+,1000,0,0,0,N,0,0,0,3000000,3187500,Reuters,11/09/1980,
11-Sep-80,Thu,strike,workers,government,,free trade unions,Poland,Poland,democracy,,,3000,0,0,0,N,0,0,0,3000000,3187500,Reuters,12/09/1980,
11-Sep-80,Thu,strike,steel workers,government,,free trade unions,Poland,Myszkow,democracy,,,4500,0,0,0,N,0,0,0,3000000,3187500,Reuters,12/09/1980,
11-Sep-80,Thu,strike,transit workers,government,,free trade unions,Poland,Nowy Sacz,democracy,,8:00+,1000,0,0,0,N,0,0,0,3000000,3187500,Reuters,13/09/1980,
12-Sep-80,Fri,strike,workers,government,,threat to remove benefits,Poland,Kielce,human rights,,8:00+,3000,0,0,0,N,0,0,0,3000000,3187500,Reuters,12/09/1980,
12-Sep-80,Fri,strike,workers,government,,free trade unions,Poland,Poland,democracy,,,3000,0,0,0,N,0,0,0,3000000,3187500,Reuters,12/09/1980,
12-Sep-80,Fri,strike,steel workers,government,,free trade unions,Poland,Myszkow,democracy,,,4500,0,0,0,N,0,0,0,3000000,3187500,Reuters,12/09/1980,
13-Sep-80,Sat,strike,workers,government,,threat to remove benefits,Poland,Kielce,human rights,,8:00+,3000,0,0,0,N,0,0,0,3000000,3187500,Reuters,19/09/1980,
14-Sep-80,Sun,strike,workers,government,,threat to remove benefits,Poland,Kielce,human rights,,8:00+,3000,0,0,0,N,0,0,0,3000000,3187500,Reuters,19/09/1980,
15-Sep-80,Mon,strike,workers,government,,threat to remove benefits,Poland,Kielce,human rights,,8:00+,3000,0,0,0,N,0,0,0,3000000,3187500,Reuters,19/09/1980,
16-Sep-80,Tue,strike,workers,government,,threat to remove benefits,Poland,Kielce,human rights,,8:00+,3000,0,0,0,N,0,0,0,3000000,3187500,Reuters,19/09/1980,
17-Sep-80,Wed,strike,workers,government,,threat to remove benefits,Poland,Kielce,human rights,,8:00+,3000,0,0,0,N,0,0,0,3000000,3187500,Reuters,19/09/1980,
17-Sep-80,Wed,strike,delivery workers,government,,free trade unions,Poland,Poznan,human rights,,8:00+,1000,0,0,0,N,0,0,0,3000000,3187500,Reuters,19/09/1980,
18-Sep-80,Thu,strike,workers,government,,threat to remove benefits,Poland,Kielce,human rights,,8:00+,3000,0,0,0,N,0,0,0,3000000,3187500,Reuters,19/09/1980,
18-Sep-80,Thu,strike,delivery workers,government,,free trade unions,Poland,Poznan,human rights,,8:00+,1000,0,0,0,N,0,0,0,3000000,3187500,Reuters,19/09/1980,
18-Sep-80,Thu,strike,canning workers,government,,free trade unions,Poland,Kalisz,human rights,,8:00+,1000,0,0,0,N,0,0,0,3000000,3187500,Reuters,19/09/1980,
19-Sep-80,Fri,strike,"bus, tram drivers",government,,raise pay,Poland,Katowice,Money,,8:00+,1000,0,0,0,N,0,0,0,3000000,3187500,Reuters,19/09/1980,
20-Sep-80,Sat,,,,,,,,,,,,,,,,,,,,,,,no event
21-Sep-80,Sun,,,,,,,,,,,,,,,,,,,,,,,no event
22-Sep-80,Mon,,,,,,,,,,,,,,,,,,,,,,,no event
23-Sep-80,Tue,strike,workers,government,,work benefits,Poland,Poland,human rights,,,1000,0,0,0,N,0,0,0,3000000,3187500,BBC,25/09/1980,
24-Sep-80,Wed,strike,sugar workers,government,,work benefits,Poland,Torun,human rights,,,1000,0,0,0,N,0,0,0,3000000,3187500,Reuters,25/09/1980,
24-Sep-80,Wed,strike,farm workers,government,,work benefits,Poland,Bieszcady,human rights,,,1000,0,0,0,N,0,0,0,3000000,3187500,Reuters,25/09/1980,
24-Sep-80,Wed,demonstration,workers,government,,free trade unions,Poland,Warsaw,freedom,,,5000,0,0,0,N,0,0,0,3000000,3187500,Reuters,25/09/1980,
25-Sep-80,Thu,strike,sugar workers,government,,work benefits,Poland,Torun,human rights,,,1000,0,0,0,N,0,0,0,3000000,3187500,Reuters,25/09/1980,
25-Sep-80,Thu,strike,farm workers,government,,work benefits,Poland,Bieszcady,human rights,,,1000,0,0,0,N,0,0,0,3000000,3187500,Reuters,25/09/1980,
25-Sep-80,Thu,petition,Lech Walesa,government,,arrest of dissident,Poland,Warsaw,human rights,,20:00,1,1,0,0,N,0,0,0,3000000,3187500,Reuters,25/09/1980,
26-Sep-80,Fri,,,,,,,,,,,,,,,,,,,,,,,no event
27-Sep-80,Sat,petition,KOR,government,,govt refuses to grant to all firms,Poland,Warsaw,freedom,,,2000,0,0,0,N,0,0,0,3000000,3187500,Reuters,27/09/1980,
28-Sep-80,Sun,petition,Solidarity,government,,threatens strike,Poland,Gdansk,honor pay raises,,,3001,0,0,0,N,0,0,0,3000000,3187500,Reuters,28/09/1980,
29-Sep-80,Mon,,,,,,,,,,,,,,,,,,,,,,,no event
30-Sep-80,Tue,strike,printers,government,,pay raises,Poland,Poznan,honor pay raises,,16:00+,1000,0,0,0,N,0,0,0,3000000,3187500,BBC,03/10/1980,
01-Oct-80,Wed,,,,,,,,,,,,,,,,,,,,,,,no event
02-Oct-80,Thu,,,,,,,,,,,,,,,,,,,,,,,no event
03-Oct-80,Fri,strike,Solidarity,government,,pay raises,Poland,Poland,honor pay raises,,12:00-13:00,300000,0,0,0,N,0,0,0,3500000,3187500,Reuters,03/10/1980,
03-Oct-80,Fri,preemption,students,government,police,Solidarity,Poland,Warsaw,join with Solidarity,,11:45,0,301,0,0,N,1000,0,0,495700,3187500,Reuters,03/10/1980,
04-Oct-80,Sat,,,,,,,,,,,,,,,,,,,,,,,no event
05-Oct-80,Sun,,,,,,,,,,,,,,,,,,,,,,,no event
06-Oct-80,Mon,,,,,,,,,,,,,,,,,,,,,,,no event
07-Oct-80,Tue,,,,,,,,,,,,,,,,,,,,,,,no event
08-Oct-80,Wed,,,,,,,,,,,,,,,,,,,,,,,no event
09-Oct-80,Thu,petition,Solidarity,government,,wording of its statutes,Poland,Warsaw,complete freedom,,,3001,0,0,0,N,0,0,0,4000000,3187500,Reuters,09/10/1980,
10-Oct-80,Fri,,,,,,,,,,,,,,,,,,,,,,,no event
11-Oct-80,Sat,,,,,,,,,,,,,,,,,,,,,,,no event
12-Oct-80,Sun,,,,,,,,,,,,,,,,,,,,,,,no event
13-Oct-80,Mon,,,,,,,,,,,,,,,,,,,,,,,no event
14-Oct-80,Tue,symbolic,Solidarity,government,press,withdraws column because of censorship,Poland,Gdansk,freedom,,,3001,0,0,0,N,0,0,0,4000000,3187500,Reuters,14/10/1980,
15-Oct-80,Wed,,,,,,,,,,,,,,,,,,,,,,,no event
16-Oct-80,Thu,accede,Solidarity,government,court,accepts nationwide Solidarity,Poland,Warsaw,accede,,,0,0,0,0,N,0,0,0,4000000,3187500,Reuters,16/10/1980,
17-Oct-80,Fri,petition,Solidarity,government,court,court has new objections,Poland,Warsaw,freedom,,,3001,0,0,,N,0,0,0,4000000,3187500,Reuters,16/10/1980,
18-Oct-80,Sat,strike,workers,government,court,wildcat strike to recognize Solidarity,Poland,Gorzow Wielkopolski,recognition,,,1000,0,0,0,N,0,0,0,,3187500,Reuters,21/10/1980,
19-Oct-80,Sun,strike,workers,government,court,wildcat strike to recognize Solidarity,Poland,Gorzow Wielkopolski,recognition,,,1000,0,0,0,N,0,0,0,,3187500,Reuters,21/10/1980,
20-Oct-80,Mon,demonstration,Solidarity,government,court,recognize Solidarity,Poland,Katowice,recognition,,,7000,0,0,0,N,0,0,0,4000000,3187500,Reuters,20/10/1980,
20-Oct-80,Mon,strike,workers,government,court,wildcat strike to recognize Solidarity,Poland,Gorzow Wielkopolski,recognition,,,1000,0,0,0,N,0,0,0,,3187500,Reuters,21/10/1980,
20-Oct-80,Mon,demonstration,Solidarity,government,court,recognize Solidarity,Poland,Krakow,recognition,,,15000,0,0,0,N,0,0,0,6000000,3187500,CSM,21/10/1980,
21-Oct-80,Tue,demonstration,Solidarity,government,court,recognize Solidarity,Poland,Czestochowa,recognition,,12:00,10000,0,0,0,N,0,0,0,6000000,3187500,Reuters,21/10/1980,
21-Oct-80,Tue,hunger strike,Solidarity,government,court,railroad workers,Poland,Poland,recognition,,,300,0,0,0,N,0,0,0,6000000,3187500,BBC,23/10/1980,
22-Oct-80,Wed,hunger strike,Solidarity,government,court,railroad workers,Poland,Poland,recognition,,,300,0,0,0,N,0,0,0,6000000,3187500,BBC,23/10/1980,
23-Oct-80,Thu,hunger strike,Solidarity,government,court,railroad workers,Poland,Poland,recognition,,,300,0,0,0,N,0,0,0,6000000,3187500,BBC,24/10/1980,
23-Oct-80,Thu,strike,tractor workers,government,,pay raises,Poland,Warsaw,raise pay,,8:00-11:00,1000,0,0,0,N,0,0,0,6000000,3187500,Reuters,24/10/1980,
24-Oct-80,Fri,petition,Solidarity,government,court,court rewrites S. statutes recog. CP as leader,Poland,Warsaw,recognition,,16:00,3001,0,0,0,N,0,0,0,6000000,3187500,Reuters,24/10/1980,
24-Oct-80,Fri,hunger strike,Solidarity,government,court,railroad workers,Poland,Poland,recognition,,,300,0,0,0,N,0,0,0,6000000,3187500,BBC,27/10/1980,
25-Oct-80,Sat,petition,Solidarity,government,court,reject court statute,Poland,Warsaw,recognition,,,500,0,0,0,N,0,0,0,6000000,3187500,Reuters,25/10/1980,
26-Oct-80,Sun,,,,,,,,,,,,,,,,,,,,,,,no event
27-Oct-80,Mon,,,,,,,,,,,,,,,,,,,,,,,no event
28-Oct-80,Tue,petition,Solidarity,government,court,10 demands,Poland,Warsaw,recognition,,,3001,0,0,0,N,0,0,0,6000000,3187500,Reuters,28/10/1980,
29-Oct-80,Wed,,,,,,,,,,,,,,,,,,,,,,,no event
30-Oct-80,Thu,terrror,,USSR,Aeroflot,bomb at Aeroflot office,Poland,Warsaw,,,04:00,,0,0,0,Y,0,0,0,,3187500,Reuters,30/10/1980,
31-Oct-80,Fri,,,,,,,,,,,,,,,,,,,,,,,no event
01-Nov-80,Sat,accede,Solidarity,government,,granted printing presses,Poland,Warsaw,recognition,,02:00,0,0,0,0,N,0,0,0,10000000,3187500,Reuters,01/11/1980,
01-Nov-80,Sat,petition,Solidarity,government,,strike threat,Poland,Warsaw,recognition,,02:00,3001,0,0,0,N,0,0,0,10000000,3187500,Reuters,03/11/1980,
02-Nov-80,Sun,,,,,,,,,,,,,,,,,,,,,,,no event
03-Nov-80,Mon,symbolic,health workers,government,,armband protest for promised raises,Poland,Poland,pay raises,,00:00-23:59,3001,0,0,0,N,0,0,0,10000000,3187500,BBC,05/11/1980,
03-Nov-80,Mon,petition,health workers,government,,threaten strike,Poland,Poland,pay raises,,00:00-23:59,3001,,,,N,0,0,0,10000000,3187500,BBC,05/11/1980,
04-Nov-80,Tue,strike,postmen,government,,protest carrying more mail,Poland,Poland,work rules,,,10000,0,0,0,N,0,0,0,10000000,3187500,Reuters,08/11/1980,
05-Nov-80,Wed,strike,postmen,government,,protest carrying more mail,Poland,Poland,work rules,,,10000,0,0,0,N,0,0,0,10000000,3187500,Reuters,08/11/1980,
06-Nov-80,Thu,strike,postmen,government,,protest carrying more mail,Poland,Poland,work rules,,,10000,0,0,0,N,0,0,0,10000000,3187500,Reuters,08/11/1980,
07-Nov-80,Fri,strike,postmen,government,,protest carrying more mail,Poland,Poland,work rules,,,10000,0,0,0,N,0,0,0,10000000,3187500,Reuters,08/11/1980,
07-Nov-80,Fri,demonstration,health workers,government,,"protest for pay raises, resources",Poland,Poland,pay raises,,,3000,0,0,0,N,0,0,0,10000000,3187500,Reuters,07/11/1980,
07-Nov-80,Fri,strike,"bus drivers, mechanics",government,,support health workers,Poland,Poland,pay raises,,17:00-18:00,3000,0,0,0,N,0,0,0,10000000,3187500,Reuters,07/11/1980,
07-Nov-80,Fri,petition,Solidarity,government,,threatens strike if demands not met,Poland,Poland,recognition,,,3001,0,0,0,N,0,0,0,10000000,3187500,Reuters,07/11/1980,
08-Nov-80,Sat,petition,Solidarity,government,,threatens strike if demands not met,Poland,Poland,recognition,,,3001,0,0,0,N,0,0,0,10000000,3187500,Reuters,08/11/1980,
08-Nov-80,Sat,demonstration,health workers,government,,"protest for pay raises, resources",Poland,Poland,pay raises,,,3000,0,0,0,N,0,0,0,10000000,3187500,BBC,12/11/1980,
09-Nov-80,Sun,demonstration,health workers,government,,"protest for pay raises, resources",Poland,Poland,pay raises,,,3000,0,0,0,N,0,0,0,10000000,3187500,BBC,12/11/1980,
10-Nov-80,Mon,accede,Solidarity,government,court,court upholds Solidarity appeal,Poland,Poland,freedom,24/10/1980,,0,0,0,0,N,0,0,0,10000000,3187500,Reuters,10/11/1980,
10-Nov-80,Mon,demonstration,Solidarity,government,court,supporting Solidarity,Poland,Warsaw,freedom,24/10/1980,12:00,30000,0,0,0,N,0,0,0,10000000,3187500,XN,11/11/1980,
10-Nov-80,Mon,strike,Solidarity,government,,sit-in at Gdansk party building,Poland,Gdansk,recognition,,,150,0,0,0,N,0,0,0,10000000,3187500,RFE,11/11/1980,
10-Nov-80,Mon,strike,medical students,government,,supporting health workers,Poland,Gdansk,pay raises,,,1500,0,0,0,N,0,0,0,10000000,3187500,BBC,12/11/1980,
10-Nov-80,Mon,strike,teachers,government,,pay raises,Poland,Poland,pay raises,,,300,0,0,0,N,0,0,0,10000000,3187500,BBC,12/11/1980,
10-Nov-80,Mon,demonstration,health workers,government,,"protest for pay raises, resources",Poland,Poland,pay raises,,,3000,0,0,0,N,0,0,0,10000000,3187500,BBC,12/11/1980,
11-Nov-80,Tue,strike,Solidarity,government,,sit-in at Gdansk party building,Poland,Gdansk,recognition,,,150,0,0,0,N,0,0,0,10000000,3187500,RFE,11/11/1980,
11-Nov-80,Tue,demonstration,Solidarity,government,,march for Polish freedom,Poland,Warsaw,freedom,,20:00,17500,,0,0,N,0,0,0,10000000,3187500,Reuters,11/11/1980,
11-Nov-80,Tue,demonstration,health workers,government,,"protest for pay raises, resources",Poland,Poland,pay raises,,,3000,0,0,0,N,0,0,0,10000000,3187500,BBC,12/11/1980,
11-Nov-80,Tue,strike,medical students,government,,supporting health workers,Poland,Gdansk,pay raises,,,1500,0,0,0,N,0,0,0,10000000,3187500,Reuters,14/11/1980,
11-Nov-80,Tue,demonstration,students,government,,Polish freedom,Poland,Lublin,freedom,,,300,2,0,0,N,0,0,0,10000000,3187500,Reuters,15/11/1980,
11-Nov-80,Tue,demonstration,students,government,,Polish freedom,Poland,Warsaw,freedom,,,300,5,0,0,N,0,0,0,10000000,3187500,Reuters,15/11/1980,
12-Nov-80,Wed,strike,Solidarity,government,,sit-in at Gdansk party building,Poland,Gdansk,recognition,,,150,0,0,0,N,0,0,0,10000000,3187500,Reuters,13/11/1980,
12-Nov-80,Wed,occupation,linen workers,government,,forced director out of factory,Poland,Czestochowa,recognition,,,150,0,0,0,N,0,0,0,10000000,3187500,Reuters,13/11/1980,
12-Nov-80,Wed,strike,medical students,government,,supporting health workers,Poland,Gdansk,pay raises,,,1500,0,0,0,N,0,0,0,495700,3187500,Reuters,14/11/1980,
13-Nov-80,Thu,strike,Solidarity,government,,sit-in at Gdansk party building,Poland,Gdansk,recognition,,,200,0,0,0,N,0,0,0,10000000,3187500,Reuters,13/11/1980,
13-Nov-80,Thu,strike,Solidarity,government,,medical students support health workers,Poland,Gdansk,recognition,,,800,0,0,0,N,0,0,0,10000000,3187500,Reuters,13/11/1980,
13-Nov-80,Thu,preemption,KOR,government,police,arrest of KOR dissidents,Poland,"Warsaw, Lublin",,,,0,6,0,0,N,0,0,0,2000,3187500,RFE,15/11/1980,
13-Nov-80,Thu,demonstration,"health workers, teachers",government,,"protest for pay raises, resources",Poland,Czestochowa,pay raises,,,1000,0,0,0,N,0,0,0,10000000,3187500,Reuters,13/11/1980,
13-Nov-80,Thu,strike,medical students,government,,supporting health workers,Poland,Gdansk,pay raises,,,1500,0,0,0,N,0,0,0,495700,3187500,Reuters,14/11/1980,
14-Nov-80,Fri,strike,Solidarity,government,,sit-in at Gdansk party building,Poland,Gdansk,recognition,,,155,0,0,0,N,0,0,0,10000000,3187500,Reuters,14/11/1980,
14-Nov-80,Fri,petition,students,government,,letter protest delay in Solidarity educ. reform,Poland,Bydgoszcz,education reform,,,30,0,0,0,N,0,0,0,495700,3187500,RFE,14/11/1980,
14-Nov-80,Fri,demonstration,workers,government,Czestochowa governor,govt harrasses Solidarity workers,Poland,Poland,freedom,,,3000,0,0,0,N,0,0,0,10000000,3187500,Reuters,14/11/1980,
14-Nov-80,Fri,strike,students,government,,supporting health workers,Poland,Gdansk,pay raises,,12:00-13:00,1000,0,0,0,N,0,0,0,10000000,3187500,Reuters,14/11/1980,
14-Nov-80,Fri,petition,Solidarity,government,,dismiss Czestochowa governor,Poland,Poland,freedom,,,3001,0,0,0,N,0,0,0,10000000,3187500,Reuters,14/11/1980,
15-Nov-80,Sat,demonstration,Solidarity,government,,govt reform of labor rules,Poland,Warsaw,freedom,,20:00,300,0,0,0,N,0,0,0,10000000,3187500,Reuters,15/11/1980,
15-Nov-80,Sat,strike,Solidarity,government,,sit-in at Gdansk party building,Poland,Gdansk,recognition,,,150,0,0,0,N,0,0,0,10000000,3187500,Reuters,15/11/1980,
15-Nov-80,Sat,demonstration,students,government,,sit-in at 3 univs. to support health workers,Poland,Poland,pay raises,,,900,0,0,0,N,0,0,0,495700,3187500,Reuters,15/11/1980,
15-Nov-80,Sat,petition,Solidarity,government,,dismiss Czestochowa governor,Poland,Czestochowa,freedom,,,3001,0,0,0,N,0,0,0,10000000,3187500,Reuters,15/11/1980,
15-Nov-80,Sat,hunger strike,Solidarity,government,trade unions,coal miners protest convening of old union,Poland,Silesia,recognition,,,100,0,0,0,N,0,0,0,10000000,3187500,Reuters,16/11/1980,
16-Nov-80,Sun,strike,Solidarity,government,,sit-in at Gdansk party building,Poland,Gdansk,recognition,,,150,0,0,0,N,0,0,0,10000000,3187500,Reuters,17/11/1980,
16-Nov-80,Sun,demonstration,students,government,,sit-in at 3 univs. to support health workers,Poland,Poland,pay raises,,,900,0,0,0,N,0,0,0,495700,3187500,Reuters,15/11/1980,
16-Nov-80,Sun,hunger strike,Solidarity,government,trade unions,coal miners protest convening of old union,Poland,Silesia,recognition,,,150,0,0,0,N,0,0,0,10000000,3187500,Reuters,16/11/1980,
17-Nov-80,Mon,petition,Solidarity,government,,dismiss 6 officials,Poland,Czestochowa,recognition,,,3001,0,0,0,N,0,0,0,10000000,3187500,Reuters,17/11/1980,
17-Nov-80,Mon,strike,Solidarity,government,,sit-in at Gdansk party building,Poland,Gdansk,recognition,,,150,0,0,0,N,0,0,0,10000000,3187500,Reuters,17/11/1980,
18-Nov-80,Tue,accede,Solidarity,government,,Czestochowa governor resigns,Poland,Czestochowa,freedom,,,0,0,0,0,N,0,0,0,10000000,3187500,Reuters,17/11/1980,
18-Nov-80,Tue,petition,KOR,government,,end censorship,Poland,Poland,freedom,,,101,0,0,0,N,0,0,0,2000,3187500,Reuters,18/11/1980,
19-Nov-80,Wed,demonstration,Solidarity,government,,join Solidarity,Poland,Szczecin,freedom,,,15000,0,0,0,N,301,0,0,10000000,3187500,RFE,19/11/1980,
20-Nov-80,Thu,harrassment,Solidarity,government,police,police search Solidarity offices,Poland,Warsaw,harrassment,,,0,0,0,0,N,12,0,0,10000000,3187500,Reuters,20/11/1980,
20-Nov-80,Thu,symbolic,Solidarity,government,,railroad workers wear armbands,Poland,Poland,raise pay,,,1000,0,0,0,N,0,0,0,10000000,3187500,Reuters,21/11/1980,
20-Nov-80,Thu,petition,shipyard workers,government,,protest appoint of official,Poland,Gdynia,freedom,,,3001,0,0,0,N,0,0,0,10000000,3187500,RFE,20/11/1980,
21-Nov-80,Fri,symbolic,Solidarity,government,,railroad workers wear armbands,Poland,Poland,raise pay,,,1000,0,0,0,N,0,0,0,10000000,3187500,BBC,25/11/1980,
22-Nov-80,Sat,symbolic,Solidarity,government,,railroad workers wear armbands,Poland,Poland,raise pay,,,1000,0,0,0,N,0,0,0,10000000,3187500,BBC,25/11/1980,
23-Nov-80,Sun,petition,Solidarity,government,,release detained printer,Poland,Warsaw,freedom,,,3001,0,0,0,N,0,0,0,10000000,3187500,Reuters,23/11/1980,
23-Nov-80,Sun,petition,doctors,government,,protest appoint of official,Poland,Warsaw,freedom,,,101,0,0,0,N,0,0,0,30001,3187500,RFE,23/11/1980,
23-Nov-80,Sun,symbolic,Solidarity,government,,railroad workers wear armbands,Poland,Poland,raise pay,,,1000,0,0,0,N,0,0,0,10000000,3187500,BBC,25/11/1980,
24-Nov-80,Mon,strike,Solidarity,government,,release detained printer,Poland,Warsaw,freedom,,,600,0,0,0,N,0,0,0,10000000,3187500,Reuters,24/11/1980,
24-Nov-80,Mon,strike,Solidarity,government,,release detained printer; rail strike,Poland,"Warsaw, Gdansk",freedom,,10:00-12:00,300,0,0,0,N,0,0,0,10000000,3187500,Reuters,24/11/1980,
24-Nov-80,Mon,strike,Solidarity,government,,release printer; tractor strike,Poland,Warsaw,freedom,,,600,0,0,0,N,0,0,0,10000000,3187500,Reuters,25/11/1980,
24-Nov-80,Mon,occupation,Solidarity,government,union,occupy health union building,Poland,Wroclaw,freedom,,,50,0,0,0,N,0,0,0,10000000,3187500,BBC,27/11/1980,
24-Nov-80,Mon,strike,Solidarity,government,,demand rooms for union,Poland,Radom,recognition,,,300,0,0,0,N,0,0,0,10000000,3187500,BBC,27/11/1980,
24-Nov-80,Mon,strike,Solidarity,government,,steel workers want release of pol. prisoners,Poland,Warsaw,freedom,,,10000,0,0,0,N,0,0,0,10000000,3187500,Reuters,27/11/1980,
25-Nov-80,Tue,petition,Solidarity,government,,release detained printer; threaten general strike,Poland,Poland,freedom,,,3001,0,0,0,N,0,0,0,10000000,3187500,Reuters,25/11/1980,
